[2025-09-13 10:38:22,501] 17 root - INFO - Initiate Data Ingestion
[2025-09-13 10:38:24,706] 65 root - INFO - Performed train test split on the dataframe
[2025-09-13 10:38:24,707] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-13 10:38:24,707] 75 root - INFO - Exporting train and test file path.
[2025-09-13 10:38:25,156] 84 root - INFO - Exported train and test file path.
[2025-09-13 10:38:25,159] 19 root - INFO - Data Ingestion completed
[2025-09-13 10:38:25,177] 23 root - INFO - Initiate data Validation
[2025-09-13 10:38:25,362] 31 root - INFO - Required no of columns:2
[2025-09-13 10:38:25,363] 32 root - INFO - Data Frame has columns:31
[2025-09-13 10:38:25,363] 31 root - INFO - Required no of columns:2
[2025-09-13 10:38:25,363] 32 root - INFO - Data Frame has columns:31
[2025-09-13 10:38:26,171] 25 root - INFO - Data Validation completed
[2025-09-13 10:38:26,171] 50 root - INFO - Data Transformation initiated
[2025-09-13 10:38:26,337] 37 root - INFO - Creating the Data Transformation Pipeline.
[2025-09-13 10:38:26,392] 47 root - INFO - Object saved in the file.
[2025-09-13 10:38:26,397] 29 root - INFO - Data Transformation Completed.
[2025-09-13 10:38:26,397] 84 root - INFO - Model Trainer Inititated
[2025-09-13 10:38:26,431] 96 root - INFO - Model Training Started
[2025-09-13 10:38:48,031] 47 root - INFO - Object saved in the file.
[2025-09-13 10:38:48,053] 47 root - INFO - Object saved in the file.
[2025-09-13 10:38:48,063] 47 root - INFO - Object saved in the file.
[2025-09-13 10:38:48,066] 98 root - INFO - Model Training Completed
