[2025-09-13 11:15:41,954] 17 root - INFO - Initiate Data Ingestion
[2025-09-13 11:15:44,021] 65 root - INFO - Performed train test split on the dataframe
[2025-09-13 11:15:44,021] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-13 11:15:44,021] 75 root - INFO - Exporting train and test file path.
[2025-09-13 11:15:44,505] 84 root - INFO - Exported train and test file path.
[2025-09-13 11:15:44,507] 19 root - INFO - Data Ingestion completed
[2025-09-13 11:15:44,516] 23 root - INFO - Initiate data Validation
[2025-09-13 11:15:44,710] 31 root - INFO - Required no of columns:2
[2025-09-13 11:15:44,710] 32 root - INFO - Data Frame has columns:31
[2025-09-13 11:15:44,710] 31 root - INFO - Required no of columns:2
[2025-09-13 11:15:44,710] 32 root - INFO - Data Frame has columns:31
[2025-09-13 11:15:45,669] 25 root - INFO - Data Validation completed
[2025-09-13 11:15:45,669] 50 root - INFO - Data Transformation initiated
[2025-09-13 11:15:45,960] 37 root - INFO - Creating the Data Transformation Pipeline.
