[2025-09-11 18:08:09,291] 14 root - INFO - Initiate Data Ingestion
[2025-09-11 18:08:11,539] 65 root - INFO - Performed train test split on the dataframe
[2025-09-11 18:08:11,540] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-11 18:08:11,542] 75 root - INFO - Exporting train and test file path.
[2025-09-11 18:08:11,987] 84 root - INFO - Exported train and test file path.
[2025-09-11 18:08:11,988] 16 root - INFO - Data Ingestion completed
[2025-09-11 18:08:11,996] 20 root - INFO - Initiate data Validation
[2025-09-11 18:08:12,198] 31 root - INFO - Required no of columns:2
[2025-09-11 18:08:12,198] 32 root - INFO - Data Frame has columns:31
[2025-09-11 18:08:12,199] 31 root - INFO - Required no of columns:2
[2025-09-11 18:08:12,199] 32 root - INFO - Data Frame has columns:31
[2025-09-11 18:08:13,095] 22 root - INFO - Data Validation completed
