[2025-09-13 14:11:39,316] 17 root - INFO - Initiate Data Ingestion
[2025-09-13 14:11:41,687] 65 root - INFO - Performed train test split on the dataframe
[2025-09-13 14:11:41,687] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-13 14:11:41,688] 75 root - INFO - Exporting train and test file path.
[2025-09-13 14:11:42,178] 84 root - INFO - Exported train and test file path.
[2025-09-13 14:11:42,180] 19 root - INFO - Data Ingestion completed
[2025-09-13 14:11:42,189] 23 root - INFO - Initiate data Validation
[2025-09-13 14:11:42,478] 31 root - INFO - Required no of columns:2
[2025-09-13 14:11:42,480] 32 root - INFO - Data Frame has columns:31
[2025-09-13 14:11:42,480] 31 root - INFO - Required no of columns:2
[2025-09-13 14:11:42,480] 32 root - INFO - Data Frame has columns:31
[2025-09-13 14:11:43,464] 25 root - INFO - Data Validation completed
[2025-09-13 14:11:43,464] 50 root - INFO - Data Transformation initiated
[2025-09-13 14:11:43,724] 37 root - INFO - Creating the Data Transformation Pipeline.
[2025-09-13 14:11:43,794] 65 root - INFO - Object saved at Artifacts\data_transformation\transformed_objects\preprocessing.pkl
[2025-09-13 14:11:43,801] 29 root - INFO - Data Transformation Completed.
[2025-09-13 14:11:43,801] 83 root - INFO - Model Trainer Inititated
[2025-09-13 14:11:43,851] 95 root - INFO - Model Training Started
[2025-09-13 14:11:56,872] 105 root - INFO - Best model: Random Forest with test accuracy 0.9898
