[2025-09-11 18:15:11,272] 14 root - INFO - Initiate Data Ingestion
[2025-09-11 18:15:13,372] 65 root - INFO - Performed train test split on the dataframe
[2025-09-11 18:15:13,372] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-11 18:15:13,374] 75 root - INFO - Exporting train and test file path.
[2025-09-11 18:15:13,828] 84 root - INFO - Exported train and test file path.
[2025-09-11 18:15:13,831] 16 root - INFO - Data Ingestion completed
[2025-09-11 18:15:13,844] 20 root - INFO - Initiate data Validation
[2025-09-11 18:15:14,089] 31 root - INFO - Required no of columns:2
[2025-09-11 18:15:14,092] 32 root - INFO - Data Frame has columns:31
[2025-09-11 18:15:14,092] 31 root - INFO - Required no of columns:2
[2025-09-11 18:15:14,092] 32 root - INFO - Data Frame has columns:31
[2025-09-11 18:15:14,954] 22 root - INFO - Data Validation completed
