[2025-09-11 18:06:09,821] 14 root - INFO - Initiate Data Ingestion
[2025-09-11 18:06:11,988] 65 root - INFO - Performed train test split on the dataframe
[2025-09-11 18:06:11,988] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-11 18:06:11,989] 75 root - INFO - Exporting train and test file path.
[2025-09-11 18:06:12,407] 84 root - INFO - Exported train and test file path.
[2025-09-11 18:06:12,410] 16 root - INFO - Data Ingestion completed
[2025-09-11 18:06:12,434] 20 root - INFO - Initiate data Validation
[2025-09-11 18:06:12,634] 31 root - INFO - Required no of columns:2
[2025-09-11 18:06:12,635] 32 root - INFO - Data Frame has columns:31
[2025-09-11 18:06:12,635] 31 root - INFO - Required no of columns:2
[2025-09-11 18:06:12,635] 32 root - INFO - Data Frame has columns:31
[2025-09-11 18:06:13,469] 22 root - INFO - Data Validation completed
