[2025-09-13 10:44:31,312] 17 root - INFO - Initiate Data Ingestion
[2025-09-13 10:44:33,443] 65 root - INFO - Performed train test split on the dataframe
[2025-09-13 10:44:33,443] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-13 10:44:33,444] 75 root - INFO - Exporting train and test file path.
[2025-09-13 10:44:33,911] 84 root - INFO - Exported train and test file path.
[2025-09-13 10:44:33,914] 19 root - INFO - Data Ingestion completed
[2025-09-13 10:44:33,921] 23 root - INFO - Initiate data Validation
[2025-09-13 10:44:34,128] 31 root - INFO - Required no of columns:2
[2025-09-13 10:44:34,129] 32 root - INFO - Data Frame has columns:31
[2025-09-13 10:44:34,129] 31 root - INFO - Required no of columns:2
[2025-09-13 10:44:34,129] 32 root - INFO - Data Frame has columns:31
[2025-09-13 10:44:35,013] 25 root - INFO - Data Validation completed
[2025-09-13 10:44:35,013] 50 root - INFO - Data Transformation initiated
[2025-09-13 10:44:35,225] 37 root - INFO - Creating the Data Transformation Pipeline.
[2025-09-13 10:44:35,303] 47 root - INFO - Object saved in the file.
[2025-09-13 10:44:35,308] 29 root - INFO - Data Transformation Completed.
[2025-09-13 10:44:35,308] 84 root - INFO - Model Trainer Inititated
[2025-09-13 10:44:35,351] 96 root - INFO - Model Training Started
[2025-09-13 10:44:55,319] 47 root - INFO - Object saved in the file.
[2025-09-13 10:44:55,344] 47 root - INFO - Object saved in the file.
[2025-09-13 10:44:55,358] 47 root - INFO - Object saved in the file.
[2025-09-13 10:44:55,361] 98 root - INFO - Model Training Completed
