[2025-09-13 18:43:53,970] 26 root - INFO - Initiate Data Ingestion
[2025-09-13 18:43:56,030] 65 root - INFO - Performed train test split on the dataframe
[2025-09-13 18:43:56,030] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-13 18:43:56,031] 75 root - INFO - Exporting train and test file path.
[2025-09-13 18:43:56,474] 84 root - INFO - Exported train and test file path.
[2025-09-13 18:43:56,476] 28 root - INFO - Data Ingestion Completed
[2025-09-13 18:43:56,506] 34 root - INFO - Initiate Data Validation
[2025-09-13 18:43:56,780] 31 root - INFO - Required no of columns:2
[2025-09-13 18:43:56,780] 32 root - INFO - Data Frame has columns:31
[2025-09-13 18:43:56,780] 31 root - INFO - Required no of columns:2
[2025-09-13 18:43:56,780] 32 root - INFO - Data Frame has columns:31
[2025-09-13 18:43:57,929] 36 root - INFO - Data Validation Completed
[2025-09-13 18:43:57,929] 50 root - INFO - Data Transformation initiated
[2025-09-13 18:43:58,253] 37 root - INFO - Creating the Data Transformation Pipeline.
[2025-09-13 18:43:58,336] 47 root - INFO - Object saved in the file.
[2025-09-13 18:43:58,341] 42 root - INFO - Data Transformation Completed
[2025-09-13 18:43:58,342] 83 root - INFO - Model Trainer Inititated
[2025-09-13 18:43:58,391] 95 root - INFO - Model Training Started
[2025-09-13 18:44:33,609] 47 root - INFO - Object saved in the file.
[2025-09-13 18:44:33,639] 47 root - INFO - Object saved in the file.
[2025-09-13 18:44:33,650] 47 root - INFO - Object saved in the file.
