[2025-09-05 16:18:43,570] 13 root - INFO - Initiate Data Ingestion
[2025-09-05 16:18:46,545] 65 root - INFO - Performed train test split on the dataframe
[2025-09-05 16:18:46,545] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-05 16:18:46,546] 75 root - INFO - Exporting train and test file path.
[2025-09-05 16:18:47,368] 84 root - INFO - Exported train and test file path.
[2025-09-05 16:18:47,373] 15 root - INFO - Data Ingestion completed
[2025-09-05 16:18:47,384] 19 root - INFO - Initiate data Validation
[2025-09-05 16:18:47,860] 31 root - INFO - Required no of columns:2
[2025-09-05 16:18:47,862] 32 root - INFO - Data Frame has columns:31
[2025-09-05 16:18:47,863] 31 root - INFO - Required no of columns:2
[2025-09-05 16:18:47,863] 32 root - INFO - Data Frame has columns:31
[2025-09-05 16:18:49,525] 21 root - INFO - Data Validation completed
