[2025-09-13 19:11:05,887] 26 root - INFO - Initiate Data Ingestion
[2025-09-13 19:11:12,289] 65 root - INFO - Performed train test split on the dataframe
[2025-09-13 19:11:12,289] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-13 19:11:12,290] 75 root - INFO - Exporting train and test file path.
[2025-09-13 19:11:13,847] 84 root - INFO - Exported train and test file path.
[2025-09-13 19:11:13,852] 28 root - INFO - Data Ingestion Completed
[2025-09-13 19:11:13,898] 34 root - INFO - Initiate Data Validation
[2025-09-13 19:11:14,412] 31 root - INFO - Required no of columns:2
[2025-09-13 19:11:14,412] 32 root - INFO - Data Frame has columns:31
[2025-09-13 19:11:14,413] 31 root - INFO - Required no of columns:2
[2025-09-13 19:11:14,413] 32 root - INFO - Data Frame has columns:31
[2025-09-13 19:11:17,644] 36 root - INFO - Data Validation Completed
[2025-09-13 19:11:17,645] 50 root - INFO - Data Transformation initiated
[2025-09-13 19:11:18,092] 37 root - INFO - Creating the Data Transformation Pipeline.
[2025-09-13 19:11:18,235] 47 root - INFO - Object saved in the file.
[2025-09-13 19:11:18,254] 42 root - INFO - Data Transformation Completed
[2025-09-13 19:11:18,256] 83 root - INFO - Model Trainer Inititated
[2025-09-13 19:11:18,316] 95 root - INFO - Model Training Started
[2025-09-13 19:12:12,451] 47 root - INFO - Object saved in the file.
[2025-09-13 19:12:12,523] 47 root - INFO - Object saved in the file.
[2025-09-13 19:12:12,564] 47 root - INFO - Object saved in the file.
[2025-09-13 19:12:12,571] 97 root - INFO - Model Training Completed
[2025-09-13 19:12:12,574] 49 root - INFO - Model Training Completed
